LABEL,DIFF,EXCL,NEG,NGTNEG,NGTPOS,POS,W1,W2,W3,W4,W5
0,0,0,0,0,0,0,what,you,get,with,empire
1,1,0,0,0,0,1,a,deceivingly,simple,film,","
0,2,0,0,0,0,2,shreve's,graceful,dual,narrative,gets
0,-1,0,2,0,0,1,it's,an,88-minute,highlight,reel
0,0,0,1,0,0,1,a,broadly,played,",",lowbrow
0,1,0,0,0,0,1,theology,aside,",",why,put
1,1,0,1,0,0,2,this,delicately,observed,story,","
1,0,0,1,0,0,1,a,celebration,of,quirkiness,","
1,1,0,1,0,0,2,with,the,film's,striking,ending
0,5,0,0,0,0,5,though,her,fans,will,assuredly
1,0,0,1,0,0,1,few,films,this,year,have
1,0,0,2,1,0,2,unlike,most,anime,",",whose
0,0,0,0,0,0,0,nair,stuffs,the,film,with
1,0,0,1,0,0,1,if,there's,a,way,to
1,3,0,0,0,0,3,yeah,",",these,flicks,are
1,3,0,2,0,0,5,a,sensitive,and,expertly,acted
0,0,0,0,0,0,0,no,matter,how,firmly,director
0,-1,0,4,0,1,3,there,is,no,pleasure,in
1,1,0,0,0,0,1,a,compelling,yarn,",",but
1,1,0,0,0,0,1,the,film,starts,out,as
1,5,0,0,0,0,5,a,generous,",",inspiring,film
0,1,0,0,0,0,1,like,most,sequels,",",it
0,-1,0,2,0,0,1,the,film,flat,lines,when
0,-5,0,5,0,0,0,the,animation,and,game,phenomenon
1,-2,0,3,0,0,1,george,clooney,proves,he's,quite
1,1,0,1,0,0,2,sam,jones,became,a,very
1,2,0,0,0,0,2,mr,.,caine,and,mr
0,1,0,0,0,0,1,watching,the,chemistry,between,freeman
1,0,0,2,0,0,2,a,pro-fat,farce,that,overcomes
0,1,0,1,0,1,2,.,.,.,will,always
0,0,0,0,0,0,0,the,piquant,story,needs,more
0,0,0,3,0,0,3,sex,with,strangers,will,shock
0,-1,0,1,0,0,0,silly,",",loud,and,goofy
1,0,0,0,0,0,0,reinforces,the,talents,of,screenwriter
1,0,0,0,0,0,0,the,message,of,such,reflections--intentional
0,-1,2,1,0,0,0,ruh-roh,!,romething's,really,wrong
0,-1,0,3,0,0,2,like,a,soft,drink,that's
0,-3,0,3,0,0,0,splashes,its,drama,all,over
0,2,0,1,0,0,3,the,package,in,which,this
0,-2,0,3,0,0,1,wildly,incompetent,but,brilliantly,named
1,0,0,1,0,0,1,top-notch,action,powers,this,romantic
1,-1,0,1,1,0,0,you're,not,merely,watching,history
1,2,0,1,0,0,3,for,anyone,who,remembers,the
1,1,0,2,0,0,3,this,clever,caper,movie,has
1,1,0,3,0,0,4,perfectly,pitched,between,comedy,and
1,5,0,1,0,0,6,[chaiken's],talent,lies,in,an
1,-3,0,4,0,0,1,muccino,seems,to,be,exploring
1,2,0,0,0,0,2,an,elegant,",",exquisitely,modulated
1,0,0,1,0,0,1,at,heart,the,movie,is
0,0,0,1,0,0,1,overall,",",it's,a,pretty
0,1,0,0,0,0,1,this,is,the,type,of
0,-4,0,5,0,0,1,the,sinister,inspiration,that,fuelled
0,-3,0,3,0,0,0,the,cumulative,effect,of,the
1,0,0,0,0,0,0,apesar,de,seus,graves,problemas
1,4,0,0,0,0,4,"""",mostly,martha,"""",is
0,0,1,0,0,0,0,i,never,thought,i'd,say
0,2,0,0,0,0,2,sets,up,a,nice,concept
0,0,0,1,0,0,1,if,there's,one,thing,this
1,1,0,0,0,0,1,there,are,moments,of,hilarity
1,3,0,0,0,0,3,preaches,to,two,completely,different
1,2,0,0,0,0,2,though,the,film's,scenario,is
1,1,0,0,0,1,1,kaufman,creates,an,eerie,sense
1,3,0,0,0,0,3,together,",",miller,",",kuras
1,2,0,2,0,0,4,much,as,we,might,be
1,3,0,0,0,0,3,an,incredibly,clever,and,superbly
1,3,0,0,0,0,3,rare,is,the,'urban,comedy'
1,2,0,0,0,0,2,a,marvel,like,none,you've
1,0,0,3,0,0,3,inside,the,film's,conflict-powered,plot
0,-1,0,1,0,0,0,this,overproduced,and,generally,disappointing
1,-1,0,4,0,0,3,there's,something,auspicious,",",and
1,1,0,0,0,0,1,its,director's,most,substantial,feature
0,0,0,0,0,0,0,the,acting,by,the,over-25s
0,3,0,0,0,0,3,slapstick,buffoonery,can,tickle,many
1,-2,0,2,0,0,0,i,admired,it,",",particularly
1,1,0,0,0,0,1,allen's,underestimated,charm,delivers,more
1,1,0,0,0,0,1,liotta,put,on,30,pounds
1,3,0,0,0,0,3,after,watching,it,",",you
1,2,0,0,0,0,2,altogether,",",this,is,successful
1,4,0,0,0,0,4,the,quality,of,the,art
1,4,0,1,0,0,5,when,it's,not,wallowing,in
0,-1,0,2,0,0,1,this,movie,seems,to,have
0,1,0,2,0,0,3,[w]hile,long,on,amiable,monkeys
0,2,0,0,0,0,2,looks,and,feels,like,a
0,1,0,0,0,0,1,curling,may,be,a,unique
0,-1,0,1,0,0,0,the,movie,is,a,lumbering
0,2,0,0,0,0,2,your,appreciation,of,it,will
1,1,0,1,0,0,2,it,challenges,",",this,nervy
1,4,0,1,0,0,5,a,thunderous,ride,at,first
0,1,0,1,0,0,2,outside,of,burger's,desire,to
0,3,0,1,0,0,4,visually,rather,stunning,",",but
0,-1,0,3,0,0,2,it,cannot,be,enjoyed,","
0,0,0,0,0,0,0,offers,absolutely,nothing,i,hadn't
0,0,0,0,0,0,0,the,gantzes',interviews,tend,to
0,0,0,1,0,0,1,the,most,repugnant,adaptation,of
1,1,0,0,0,0,1,the,best,of,the,pierce
0,2,0,1,0,0,3,the,execution,is,so,pedestrian
0,1,0,0,0,0,1,every,sequel,you,skip,will
0,-2,0,3,0,0,1,rice,is,too,pedestrian,a
1,5,0,0,0,0,5,as,a,randy,film,about
0,2,0,0,0,0,2,not,so,much,funny,as
1,1,0,0,0,0,1,a,tremendous,piece,of,work
0,-2,0,2,1,0,0,any,film,featuring,young,children
0,-3,0,3,0,0,0,this,movie,is,something,of
0,0,0,1,0,0,1,its,over-reliance,on,genre,conventions
1,5,0,0,0,0,5,an,extraordinary,swedish,film,about
1,2,0,0,0,0,2,not,only,is,undercover,brother
1,0,0,0,0,0,0,foster,nails,the,role,","
0,1,0,0,0,1,1,offers,no,new,insight,on
0,-1,0,1,1,0,0,this,film,biggest,problem,?
0,1,0,1,0,0,2,it's,the,kind,of,movie
1,1,0,0,0,0,1,take,care,of,my,cat
1,1,0,0,0,0,1,see,scratch,for,the,history
0,-1,0,2,0,0,1,just,as,the,lousy,tarantino
1,2,0,0,0,0,2,some,movies,blend,together,as
1,3,0,1,0,0,4,its,scenes,and,sensibility,are
0,1,0,1,0,0,2,despite,some,charm,and,heart
0,-1,0,2,0,0,1,paid,in,full,is,so
0,-1,0,1,0,0,0,the,video,work,is,so
0,-1,0,3,2,2,2,there,is,not,a,character
1,-2,0,4,0,0,2,featherweight,romantic,comedy,has,a
0,1,0,1,0,0,2,the,only,thing,that,could
0,-2,0,2,0,0,0,watching,the,powerpuff,girls,movie
0,-1,0,1,0,0,0,britney's,performance,cannot,be,faulted
1,2,0,1,0,0,3,a,rigorously,structured,and,exquisitely
1,2,0,3,1,0,5,'it's,better,to,go,in
1,5,0,1,0,0,6,beresford,nicely,mixes,in,as
1,-1,0,1,0,0,0,it,won't,hold,up,over
1,1,0,0,0,0,1,george,lucas,returns,as,a
1,-3,0,3,0,0,0,a,portrait,of,hell,so
0,-2,0,2,0,0,0,godawful,boring,slug,of,a
0,3,0,0,0,0,3,birot,is,a,competent,enough
0,0,0,0,0,0,0,everybody,loves,a,david,and
1,1,0,0,0,0,1,if,this,story,must,be
0,1,0,1,0,0,2,de,niro,and,mcdormand,give
0,-2,0,3,0,0,1,weirdly,",",broomfield,has,compelling
0,0,0,1,0,0,1,pretentious,editing,ruins,a,potentially
1,1,0,1,0,0,2,generally,provides,its,target,audience
1,2,0,2,0,0,4,while,some,will,object,to
0,1,0,2,0,0,3,begins,as,a,promising,meditation
0,2,0,0,0,0,2,i've,heard,that,the,fans
0,2,0,0,0,0,2,though,this,saga,would,be
1,-4,0,4,0,0,0,as,any,creature-feature,fan,knows
1,3,0,0,0,0,3,an,engrossing,portrait,of,a
0,1,0,1,0,0,2,for,all,of,the,contemporary
0,1,0,0,0,0,1,creepy,but,ultimately,unsatisfying,thriller
0,-4,0,4,0,0,0,.,.,.,a,cheap
1,0,0,2,0,1,2,extremely,well,acted,by,the
0,1,0,0,0,0,1,.,.,.,surprisingly,inert
1,2,0,1,0,0,3,it,strikes,hardest,when,it
1,2,0,2,0,0,4,what's,so,fun,about,this
0,0,0,0,0,0,0,smothered,by,its,own,solemnity
1,1,0,2,0,0,3,as,a,revenge,thriller,","
0,1,0,0,0,0,1,a,valueless,kiddie,paean,to
0,1,0,1,0,0,2,although,disney,follows,its,standard
0,2,0,0,0,0,2,credit,must,be,given,to
1,2,0,1,0,0,3,the,film's,messages,of,tolerance
1,0,0,4,0,0,4,there,are,times,when,a
1,3,0,0,0,0,3,for,movie,lovers,as,well
0,-1,0,3,0,0,2,an,often-deadly,boring,",",strange
1,-2,0,3,0,0,1,it,provides,a,grim,","
1,-3,0,3,0,0,0,a,bracing,",",unblinking,work
0,0,0,0,0,0,0,the,umpteenth,summer,skinny,dip
1,-1,0,1,0,0,0,not,far,beneath,the,surface
1,0,0,1,0,0,1,rubbo's,humorously,tendentious,intervention,into
0,2,0,0,0,0,2,brady,achieves,the,remarkable,feat
0,-1,0,1,0,0,0,a,bravura,exercise,in,emptiness
0,1,0,2,0,0,3,a,film,neither,bitter,nor
0,1,0,0,0,0,1,seagal,ran,out,of,movies
1,1,0,0,0,0,1,like,a,veteran,head,cutter
1,2,0,0,0,0,2,a,dashing,and,absorbing,outing
1,0,0,1,0,0,1,you,don't,need,to,be
0,0,0,1,0,0,1,putting,the,primitive,murderer,inside
1,-1,0,3,0,0,2,as,bundy,",",michael,reilly
1,2,0,1,0,0,3,it's,been,made,with,an
1,1,0,0,0,0,1,in,its,treatment,of,the
0,0,0,2,0,0,2,one,of,the,more,glaring
0,0,0,0,0,0,0,made,by,jackasses,for,jackasses
0,-1,0,1,0,0,0,you're,too,conscious,of,the
1,-5,0,6,0,0,1,.,.,.,brian,de
1,-2,0,3,0,0,1,the,fascination,comes,in,the
0,-1,0,2,0,0,1,as,conceived,by,mr,.
0,0,0,0,0,0,0,a,movie,you,observe,","
1,-1,0,2,0,0,1,few,films,have,captured,the
1,2,0,0,0,0,2,nicolas,philibert,observes,life,inside
1,4,0,0,0,0,4,astonishing,.,.,.,[frames]
1,0,0,0,0,0,0,psychologically,revealing,.,UNK,UNK
1,1,0,2,0,0,3,murderous,maids,may,well,be
0,0,0,2,0,1,2,it's,never,a,good,sign
1,0,0,3,0,0,3,you,really,have,to,salute
1,2,0,0,0,0,2,clooney,directs,this,film,always
0,-1,0,1,0,0,0,if,this,disposable,tissue,has
0,2,0,0,0,0,2,better,to,just,call,it
1,-1,0,3,0,0,2,an,amazing,and,incendiary,movie
0,-1,0,2,0,0,1,after,a,while,",",hoffman's
1,3,0,0,0,0,3,denis,and,co-writer,michele,petin's
1,2,0,1,0,0,3,first-time,writer-director,serry,shows,a
1,-2,0,4,0,0,2,whether,you,like,rap,music
0,-1,0,2,0,0,1,instead,of,contriving,a,climactic
1,1,0,0,0,1,1,that,rare,film,whose,real-life
1,2,0,1,0,0,3,a,plethora,of,engaging,diatribes
0,0,0,1,0,0,1,the,bottom,line,",",at
1,-1,0,3,0,0,2,a,minor,work,yet,there's
1,2,0,0,0,0,2,rain,is,a,small,treasure
1,0,0,1,0,0,1,[there's],quite,a,bit,of
1,1,0,0,0,0,1,nicole,kidman,makes,it,a
1,2,0,0,0,0,2,.,.,.,blade,ii
0,1,0,0,0,0,1,.,.,.,the,story
0,0,0,1,0,0,1,i,didn't,laugh,.,i
0,-1,0,3,0,0,2,directors,john,musker,and,ron
0,1,0,0,0,0,1,in,the,end,",",the
1,1,0,1,0,0,2,if,you,can,stomach,the
1,0,0,2,0,0,2,culkin,",",who's,in,virtually
0,0,0,2,0,0,2,the,script,covers,huge,","
0,-1,0,2,0,0,1,in,the,process,of,trimming
1,3,0,0,0,0,3,a,deftly,entertaining,film,","
1,2,0,0,0,0,2,the,best,film,about,baseball
1,3,0,1,0,1,4,is,it,a,total,success
0,3,0,0,0,1,3,it's,not,exactly,worth,the
0,1,0,1,0,0,2,a,better,title,",",for
1,-1,0,3,0,0,2,the,most,brilliant,and,brutal
1,-1,0,2,0,0,1,a,carefully,structured,scream,of
0,3,0,1,0,0,4,the,director,and,her,capable
0,1,0,0,0,0,1,somewhere,in,the,middle,","
0,0,0,0,0,0,0,so-so,entertainment,.,UNK,UNK
1,1,0,3,0,0,4,fans,of,critics',darling,band
0,-3,0,3,0,0,0,lame,",",haphazard,teen,comedy
1,-2,0,3,0,0,1,andersson,creates,a,world,that's
1,1,0,0,0,0,1,a,brilliant,gag,at,the
0,3,0,1,0,0,4,cinematic,pyrotechnics,aside,",",the
0,-2,0,2,0,0,0,stale,",",futile,scenario,.
0,-1,0,1,0,0,0,this,ill-fitting,tuxedo,is,strictly
0,3,0,0,0,0,3,for,anyone,who,grew,up
0,1,0,1,0,0,2,there's,enough,melodrama,in,this
0,4,0,0,0,0,4,pretension,",",in,its,own
1,3,0,1,0,0,4,the,result,puts,a,human
0,-2,0,3,0,0,1,the,movie,",",like,bartleby
0,0,0,1,0,0,1,brainless,",",but,enjoyably,over-the-top
0,-2,0,2,0,0,0,tadpole,is,emblematic,of,the
1,-1,0,1,0,0,0,collateral,damage,is,trash,","
0,1,0,0,0,0,1,during,the,tuxedo's,90,minutes
1,-3,0,3,0,0,0,sharp,edges,and,a,deep
1,1,0,0,0,0,1,a,slick,",",engrossing,melodrama
1,3,0,1,0,0,4,a,droll,",",bitchy,frolic
1,1,0,2,0,0,3,a,powerful,and,telling,story
1,1,0,3,0,0,4,long,after,you,leave,justine
1,3,0,1,0,0,4,what's,most,striking,about,this
0,-1,0,1,0,0,0,this,is,so,bad,.
1,0,0,1,0,0,1,even,though,it,is,infused
1,2,0,0,0,0,2,take,care,is,nicely,performed
0,-1,0,1,0,0,0,disjointed,parody,.,UNK,UNK
0,0,0,1,0,0,1,john,carlen's,script,is,full
0,1,0,2,0,0,3,it's,mildly,interesting,to,ponder
0,-1,0,1,0,0,0,a,misogynistic,piece,of,filth
1,1,0,0,0,0,1,the,casting,of,von,sydow
0,-1,0,1,0,0,0,bogdanich,is,unashamedly,pro-serbian,and
0,0,0,3,0,0,3,children,",",christian,or,otherwise
1,1,0,1,0,0,2,evokes,a,palpable,sense,of
1,2,0,0,0,0,2,an,artful,",",intelligent,film
0,1,0,2,0,0,3,by,the,miserable,standards,to
1,3,0,1,0,0,4,occasionally,funny,and,consistently,odd
1,2,0,0,0,0,2,.,.,.,a,poignant
0,-1,0,2,0,0,1,drowning's,too,good,for,this
0,-3,0,4,0,0,1,the,movie's,accumulated,force,still
0,-1,0,1,0,0,0,don't,expect,any,subtlety,from
1,4,0,0,0,0,4,a,triumph,of,pure,craft
1,1,0,0,0,0,1,[hawn's,character]is,so,bluntly,written
0,1,0,0,0,0,1,as,an,actor,",",the
1,-1,0,1,0,0,0,tsai,ming-liang's,ghosts,are,painfully
0,3,0,1,0,0,4,as,is,often,the,case
1,1,0,0,0,0,1,can,be,viewed,as,pure
1,-1,0,2,1,0,1,a,sly,female,empowerment,movie
0,2,0,2,0,0,4,both,the,crime,story,and
0,1,0,0,0,0,1,i'm,not,suggesting,that,you
1,4,0,1,0,0,5,a,time,machine,",",a
0,0,0,3,0,0,3,forget,the,psychology,101,study
0,0,0,1,0,0,1,a,cleverly,crafted,but,ultimately
0,2,0,0,0,0,2,without,non-stop,techno,or,the
1,0,0,2,0,0,2,the,heart,of,the,film
1,0,0,0,0,0,0,'no,es,la,mejor,cinta
0,-1,0,1,0,0,0,don't,waste,your,money,.
1,0,0,2,0,0,2,perhaps,it's,cliche,to,call
0,-1,0,1,0,0,0,while,van,wilder,may,not
1,0,1,1,0,0,1,a,jewish,ww,ii,doc
0,0,0,0,0,0,0,i,hated,every,minute,of
1,0,0,1,0,1,1,while,not,all,transitions,to
1,1,0,0,0,0,1,it,is,ok,for,a
0,0,0,2,0,0,2,jacquot's,rendering,of,puccini's,tale
1,3,0,0,0,1,3,you,might,not,buy,the
0,-3,0,3,0,0,0,when,a,movie,asks,you
1,4,0,0,0,0,4,doug,liman,",",the,director
1,0,0,0,0,0,0,witherspoon,puts,to,rest,her
1,-1,0,1,0,0,0,as,if,trying,to,grab
0,0,0,1,0,0,1,a,fascinating,but,choppy,documentary
1,1,0,0,0,0,1,thought-provoking,and,stylish,",",if
0,-1,0,1,0,0,0,the,screenplay,by,james,eric
0,-1,0,3,0,0,2,before,it,takes,a,sudden
1,1,0,0,0,0,1,only,two,words,will,tell
1,3,0,1,0,0,4,occasionally,funny,",",always,very
1,3,0,0,0,0,3,two,hours,fly,by,--
0,0,0,0,0,0,0,for,a,guy,who,has
0,1,0,0,0,0,1,egoyan's,work,often,elegantly,considers
1,3,0,0,0,0,3,an,unforgettable,look,at,morality
1,3,0,1,0,0,4,a,spiffy,animated,feature,about
1,4,1,0,0,0,4,bourne,",",jason,bourne,.
0,-1,0,2,0,0,1,the,big,ending,surprise,almost
0,-2,0,2,0,0,0,the,predominantly,amateur,cast,is
1,0,0,1,0,0,1,highlights,are,the,terrific,performances
1,1,0,0,0,0,1,has,it,ever,been,possible
0,-2,0,2,0,0,0,a,clichd,and,shallow,cautionary
0,1,0,0,0,0,1,it's,a,grab,bag,of
1,3,0,0,0,0,3,watching,these,eccentrics,is,both
1,2,0,0,0,0,2,an,uncluttered,",",resonant,gem
1,2,0,0,0,0,2,definitely,worth,95,minutes,of
1,2,0,0,0,0,2,even,when,it,drags,","
0,0,0,1,0,1,1,if,it's,another,regurgitated,action
1,2,0,1,1,1,3,this,beautifully,animated,epic,is
0,-2,0,3,0,0,1,weaves,a,spell,over,you
0,0,0,1,0,0,1,it,offers,little,beyond,the
1,0,0,0,0,0,0,this,isn't,a,retooled,genre
0,-4,0,5,0,0,1,nicks,",",seemingly,uncertain,what's
0,3,0,1,0,0,4,culkin,exudes,none,of,the
0,1,0,0,0,0,1,brown's,saga,",",like,many
1,0,0,2,0,0,2,.,.,.,a,spoof
0,-6,0,6,0,0,0,lacking,gravitas,",",macdowell,is
1,2,0,1,0,0,3,holm,does,his,sly,","
1,1,0,0,0,0,1,"""",the,best,disney,movie
1,-1,0,2,0,0,1,clever,",",brutal,and,strangely
1,-1,0,4,0,0,3,gives,you,the,steady,pulse
1,2,0,1,0,0,3,armed,with,a,game,supporting
0,-2,0,3,0,0,1,ms,.,phoenix,is,completely
1,2,0,1,0,0,3,a,charming,romantic,comedy,that
0,0,0,0,0,0,0,fluffy,and,disposible,.,UNK
1,1,0,2,0,0,3,the,film,gets,close,to
0,2,0,1,0,0,3,stars,matthew,perry,and,elizabeth
1,2,0,0,0,0,2,the,heightened,symmetry,of,this
0,0,0,3,0,0,3,de,niro,may,enjoy,the
0,1,0,1,0,0,2,too,simple,for,its,own
1,5,0,0,0,1,5,like,its,predecessor,",",it's
0,-1,0,1,0,0,0,the,only,way,this,supernatural
1,1,0,1,0,0,2,the,volatile,dynamics,of,female
1,1,0,2,0,1,3,it,is,most,remarkable,not
1,-5,0,6,0,0,1,a,provocative,movie,about,loss
1,1,0,0,0,0,1,highly,engaging,.,UNK,UNK
1,2,0,0,0,0,2,you,don't,have,to,be
0,1,0,2,0,0,3,though,the,book,runs,only
0,2,0,0,0,0,2,the,pivotal,narrative,point,is
1,3,0,0,0,0,3,an,undeniably,gorgeous,",",terminally
1,-2,0,2,0,0,0,notorious,c,.,h,.
0,-1,0,2,0,0,1,confusion,is,one,of,my
1,1,0,0,0,0,1,this,breezy,caper,movie,becomes
1,4,0,2,0,0,6,droll,caper-comedy,remake,of,""""
0,2,0,0,0,0,2,gere,gives,a,good,performance
1,-1,0,1,0,0,0,a,life-size,reenactment,of,those
1,0,0,3,0,0,3,unlike,the,nauseating,fictions,peddled
1,2,0,0,0,0,2,a,fine,production,with,splendid
1,1,0,1,0,0,2,uplifting,as,only,a,document
0,1,0,0,0,0,1,some,of,it,is,clever
1,1,0,1,0,0,2,if,you're,hard,up,for
1,0,0,0,0,0,0,the,chateau,cleverly,probes,the
1,-2,0,3,0,0,1,this,odd,",",distant,portuguese
1,1,0,1,0,0,2,photographed,with,melancholy,richness,and
0,2,0,0,0,0,2,so,riddled,with,unanswered,questions
1,1,0,0,0,0,1,the,sight,of,the,spaceship
0,-1,0,2,0,0,1,solaris,is,rigid,and,evasive
1,1,0,1,0,0,2,the,transporter,is,as,lively
0,-1,0,2,0,0,1,the,editing,is,chaotic,","
1,3,0,1,0,0,4,amari,has,dressed,up,this
1,3,0,1,0,0,4,this,is,a,film,brimming
0,0,0,3,0,0,3,bolstered,by,an,astonishing,voice
1,2,0,4,0,0,6,.,.,.,the,first
0,-3,0,3,0,0,0,somehow,both,wildly,implausible,and
0,-3,0,4,0,0,1,this,is,an,egotistical,endeavor
1,2,0,3,0,0,5,rabbit-proof,fence,will,probably,make
0,-1,0,2,0,0,1,a,little,weak,--,and
1,0,0,2,0,0,2,it's,obviously,struck,a,responsive
0,1,0,2,0,1,3,frankly,",",it's,kind,of
1,4,0,0,0,0,4,ramsay,is,clearly,extraordinarily,talented
0,0,0,0,0,0,0,if,jews,were,catholics,","
1,2,0,0,0,0,2,the,large-frame,imax,camera,lends
1,-4,0,6,0,0,2,a,very,funny,romantic,comedy
0,1,0,1,0,0,2,like,the,chelsea's,denizens,.
0,-1,0,1,0,0,0,say,this,for,the,soundtrack
1,-2,0,4,1,0,2,perhaps,not,since,nelson,eddy
0,-1,0,3,0,0,2,beware,the,quirky,brit-com,.
0,2,0,1,0,0,3,you've,already,seen,heartbreak,if
1,2,0,1,0,0,3,.,.,.,a,thoughtful
1,2,0,0,0,0,2,smart,and,alert,",",thirteen
1,1,0,1,0,0,2,throwing,caution,to,the,wind
0,-1,0,1,0,0,0,the,central,story,lacks,punch
0,0,0,3,0,0,3,bears,resemblance,to,",",and
1,1,0,1,0,0,2,[an],hilarious,romantic,comedy,.
0,-1,0,1,0,0,0,this,directorial,debut,from,music
0,-2,0,2,0,0,0,all,the,more,disquieting,for
1,1,1,4,0,0,5,twist,open,the,ouzo,!
1,0,0,0,0,0,0,a,chick,flick,for,guys
0,0,0,1,0,0,1,an,incoherent,jumble,of,a
1,-2,0,2,1,0,0,the,result,is,more,depressing
1,3,0,2,0,0,5,a,gently,funny,",",sweetly
0,2,0,1,0,0,3,as,'chick,flicks',go,","
0,0,0,0,0,0,0,the,script,kicks,in,","
0,-2,0,3,0,0,1,not,a,movie,but,a
1,1,0,0,0,0,1,what,it,lacks,in,substance
1,1,0,0,0,0,1,vividly,conveys,both,the,pitfalls
0,-2,0,2,0,0,0,while,the,ensemble,player,who
0,2,0,0,0,0,2,i,wonder,what,the,reaction
1,-1,0,1,0,0,0,this,is,a,raw,and
0,1,0,0,0,0,1,meanders,between,its,powerful,moments
0,0,0,1,0,0,1,drumline,is,--,the,mere
0,3,0,1,0,0,4,could,the,whole,plan,here
0,-2,0,2,0,0,0,you'd,be,hard,put,to
0,0,0,1,0,0,1,a,peculiar,misfire,that,even
0,-1,0,2,1,0,1,no,worse,than,a,lot
0,1,0,1,0,0,2,a,harmless,and,mildly,amusing
0,2,0,0,0,0,2,the,film,is,old-fashioned,","
0,-1,0,1,0,0,0,philip,k,.,dick,must
0,0,0,2,0,0,2,the,streets,",",shot,by
1,1,0,1,0,0,2,with,a,romantic,comedy,plotline
1,2,0,0,0,0,2,it's,a,glorious,spectacle,like
0,-1,0,1,0,0,0,the,narrative,is,so,consistently
1,-1,0,2,0,0,1,measured,against,practically,any,like-themed
0,1,0,1,0,0,2,this,formulaic,chiller,will,do
1,2,0,0,0,1,2,what,full,frontal,lacks,in
1,0,0,1,0,0,1,strange,it,is,",",but
1,5,0,1,0,0,6,the,film,just,might,turn
1,2,0,0,0,0,2,ferrara,directs,the,entire,film
1,1,0,0,0,0,1,[taymor],utilizes,the,idea,of
0,0,0,2,0,0,2,despite,an,impressive,roster,of
1,2,0,1,0,0,3,will,warm,your,heart,without
1,1,0,0,0,0,1,ruzowitzky,has,taken,this,mothball-y
1,1,0,1,0,0,2,if,the,count,of,monte
1,1,0,0,0,0,1,a,masterpiece,four,years,in
1,-1,0,3,0,0,2,although,jackson,is,doubtless,reserving
1,1,0,0,0,0,1,this,in-depth,study,of,important
0,-1,0,2,0,0,1,slow,",",dry,",",poorly
1,0,0,1,0,0,1,you,should,pay,nine,bucks
0,-2,0,3,0,0,1,to,show,these,characters,in
1,1,0,0,0,0,1,a,party-hearty,teen,flick,that
0,1,0,1,0,0,2,watching,it,is,rather,like
0,-1,0,1,0,0,0,a,bore,that,tends,to
0,-1,0,1,0,0,0,a,trite,psychological,thriller,designed
1,3,0,0,0,0,3,if,you,enjoy,more,thoughtful
0,-1,0,1,0,0,0,a,bloated,gasbag,thesis,grotesquely
0,2,0,1,0,0,3,silly,stuff,",",all,mixed
1,1,0,0,0,0,1,the,movie,is,full,of
1,4,0,1,0,0,5,a,cartoon,that's,truly,cinematic
0,0,0,2,0,0,2,as,the,latest,bid,in
1,2,0,0,0,0,2,the,pianist,is,a,fine
0,2,0,1,0,1,3,an,infuriating,film,.,just
1,3,0,1,0,0,4,you,wouldn't,call,the,good
1,5,0,0,0,0,5,a,movie,that,reminds,us
1,0,0,0,0,0,0,this,horror-comedy,doesn't,go,for
0,-3,0,3,0,0,0,simplistic,",",silly,and,tedious
0,0,0,1,0,0,1,it,delivers,some,chills,and
1,-2,0,2,0,0,0,[reno],delivers,a,monologue,that
1,2,0,0,0,0,2,call,me,a,wimp,","
0,1,0,0,0,0,1,a,sincere,but,dramatically,conflicted
1,1,0,1,0,0,2,ratliff's,two,previous,titles,","
1,1,0,0,0,0,1,candid,camera,on,methamphetamines,.
1,1,0,1,0,0,2,'frailty,"""",starts,out,like
0,1,0,0,0,0,1,by,the,time,the,surprise
1,0,0,0,0,0,0,a,riveting,documentary,.,UNK
0,-5,0,6,0,0,1,the,film,makes,a,tragic
1,3,0,0,0,0,3,to,the,film's,credit,","
0,0,0,1,0,0,1,a,slight,and,obvious,effort
0,-1,0,1,0,0,0,with,a,story,inspired,by
0,4,0,0,0,0,4,both,stars,manage,to,be
0,0,0,0,0,0,0,lacks,depth,.,UNK,UNK
1,3,0,0,0,0,3,a,photographic,marvel,of,sorts
1,4,0,1,0,0,5,what,really,makes,it,special
0,-1,0,1,0,0,0,storytelling,feels,slight,.,UNK
1,0,0,1,0,0,1,a,generation,x,artifact,","
1,1,0,0,0,0,1,deserves,a,place,of,honor
0,-2,0,2,0,0,0,a,cumbersome,and,cliche-ridden,movie
1,-2,0,3,0,0,1,there's,a,wickedly,subversive,bent
1,1,0,0,0,0,1,a,worthwhile,way,to,spend
1,1,0,0,0,0,1,beautifully,produced,.,UNK,UNK
1,-1,0,3,0,0,2,the,primitive,force,of,this
0,0,0,1,0,0,1,there's,a,reason,why,halftime
0,0,0,1,0,0,1,the,overall,effect,is,less
0,-3,0,3,0,0,0,laconic,and,very,stilted,in
0,4,0,0,0,0,4,soderbergh,seems,capable,only,of
1,2,0,0,0,0,2,it,further,declares,its,director
1,1,0,0,0,0,1,'divertida,",",enternecedora,",",universal
1,0,0,1,0,0,1,bennett's,naturalistic,performance,speaks,volumes
0,1,0,1,0,0,2,all,of,the,elements,are
1,1,0,0,0,0,1,a,psychological,thriller,with,a
0,-1,0,1,0,0,0,the,low-budget,full,frontal,was
1,0,0,0,0,0,0,allen's,funniest,and,most,likeable
1,4,0,0,0,0,4,the,fact,that,the,rookie
0,2,0,1,0,0,3,watching,it,is,rather,like
